Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
35772,02-02-2024 06:00,01-30-2024 11:00,31-01-2024 06:59,Pune,514,COUNTERFEITING,46,M,Poison,Other Crime,19,No,
35773,31-01-2024 09:00,01-30-2024 12:00,31-01-2024 02:08,Chennai,259,SHOPLIFTING,29,M,Blunt Object,Other Crime,2,No,
35774,30-01-2024 23:00,01-30-2024 13:00,30-01-2024 21:59,Visakhapatnam,478,VANDALISM,78,M,Knife,Other Crime,9,No,
35775,02-02-2024 01:00,01-30-2024 14:00,31-01-2024 03:40,Chennai,524,ROBBERY,75,F,Other,Violent Crime,8,Yes,17-03-2024 01:00
35776,31-01-2024 16:00,01-30-2024 15:00,31-01-2024 12:24,Patna,490,ILLEGAL POSSESSION,31,M,Knife,Other Crime,14,Yes,20-03-2024 16:00
35777,02-02-2024 11:00,01-30-2024 16:00,30-01-2024 17:52,Mumbai,122,ARSON,34,F,Poison,Fire Accident,13,No,
35778,31-01-2024 18:00,01-30-2024 17:00,31-01-2024 06:11,Jaipur,456,PUBLIC INTOXICATION,60,F,Blunt Object,Other Crime,19,No,
35779,02-02-2024 11:00,01-30-2024 18:00,31-01-2024 13:03,Jaipur,186,DOMESTIC VIOLENCE,27,F,None,Violent Crime,16,Yes,18-04-2024 11:00
35780,31-01-2024 14:00,01-30-2024 19:00,31-01-2024 14:25,Chennai,285,SEXUAL ASSAULT,44,M,Poison,Violent Crime,17,No,
35781,01-02-2024 18:00,01-30-2024 20:00,31-01-2024 10:13,Delhi,381,ILLEGAL POSSESSION,52,F,None,Other Crime,19,Yes,05-04-2024 18:00
35782,01-02-2024 01:00,01-30-2024 21:00,31-01-2024 06:54,Nagpur,588,ROBBERY,56,F,Knife,Violent Crime,1,Yes,09-04-2024 01:00
35783,02-02-2024 19:00,01-30-2024 22:00,31-01-2024 21:59,Kanpur,397,SHOPLIFTING,44,M,Poison,Other Crime,1,Yes,24-04-2024 19:00
35784,31-01-2024 01:00,01-30-2024 23:00,31-01-2024 07:13,Mumbai,396,BURGLARY,50,M,Explosives,Other Crime,4,No,
35785,02-02-2024 21:00,01-31-2024 00:00,31-01-2024 20:11,Kolkata,376,KIDNAPPING,12,F,None,Other Crime,7,No,
35786,31-01-2024 10:00,01-31-2024 01:00,01-02-2024 00:01,Delhi,438,FIREARM OFFENSE,79,F,None,Fire Accident,19,Yes,16-04-2024 10:00
35787,31-01-2024 21:00,01-31-2024 02:00,31-01-2024 20:06,Mumbai,372,SHOPLIFTING,38,F,Firearm,Other Crime,18,Yes,09-03-2024 21:00
35788,02-02-2024 12:00,01-31-2024 03:00,31-01-2024 15:42,Bangalore,382,BURGLARY,11,M,Knife,Other Crime,2,No,
35789,01-02-2024 13:00,01-31-2024 04:00,31-01-2024 21:47,Ahmedabad,276,TRAFFIC VIOLATION,52,F,Knife,Traffic Fatality,11,No,
35790,03-02-2024 00:00,01-31-2024 05:00,31-01-2024 07:50,Chennai,450,ASSAULT,26,F,Knife,Violent Crime,6,No,
35791,02-02-2024 19:00,01-31-2024 06:00,01-02-2024 01:09,Srinagar,183,IDENTITY THEFT,70,M,Knife,Violent Crime,18,No,
35792,03-02-2024 02:00,01-31-2024 07:00,31-01-2024 11:10,Ahmedabad,453,VEHICLE - STOLEN,77,F,Poison,Violent Crime,7,No,
35793,02-02-2024 04:00,01-31-2024 08:00,31-01-2024 22:56,Bangalore,266,ASSAULT,24,F,Blunt Object,Violent Crime,13,Yes,27-02-2024 04:00
35794,31-01-2024 22:00,01-31-2024 09:00,01-02-2024 00:11,Bangalore,593,DOMESTIC VIOLENCE,27,F,Other,Violent Crime,17,No,
35795,01-02-2024 07:00,01-31-2024 10:00,31-01-2024 13:15,Delhi,454,BURGLARY,44,F,Blunt Object,Other Crime,15,Yes,15-06-2024 07:00
35796,01-02-2024 19:00,01-31-2024 11:00,01-02-2024 06:27,Delhi,363,DRUG OFFENSE,18,F,Explosives,Other Crime,19,No,
35797,01-02-2024 03:00,01-31-2024 12:00,31-01-2024 13:45,Indore,130,BURGLARY,42,F,Explosives,Other Crime,12,Yes,25-04-2024 03:00
35798,02-02-2024 17:00,01-31-2024 13:00,01-02-2024 12:22,Kanpur,553,IDENTITY THEFT,77,M,Other,Violent Crime,4,No,
35799,03-02-2024 12:00,01-31-2024 14:00,01-02-2024 09:33,Mumbai,557,FRAUD,21,M,Knife,Other Crime,6,Yes,13-02-2024 12:00
35800,01-02-2024 04:00,01-31-2024 15:00,31-01-2024 19:22,Pune,170,TRAFFIC VIOLATION,71,F,Explosives,Traffic Fatality,11,No,
35801,01-02-2024 10:00,01-31-2024 16:00,31-01-2024 19:27,Mumbai,213,TRAFFIC VIOLATION,36,F,Poison,Traffic Fatality,12,Yes,25-02-2024 10:00
35802,03-02-2024 11:00,01-31-2024 17:00,31-01-2024 21:17,Ahmedabad,176,DRUG OFFENSE,25,F,Firearm,Other Crime,4,Yes,06-04-2024 11:00
35803,03-02-2024 00:00,01-31-2024 18:00,01-02-2024 17:44,Bhopal,128,COUNTERFEITING,67,M,Knife,Other Crime,2,Yes,23-03-2024 00:00
35804,02-02-2024 02:00,01-31-2024 19:00,31-01-2024 21:40,Kolkata,333,ROBBERY,39,M,Blunt Object,Violent Crime,7,No,
35805,01-02-2024 15:00,01-31-2024 20:00,01-02-2024 06:05,Kolkata,440,PUBLIC INTOXICATION,13,F,Explosives,Other Crime,10,Yes,16-02-2024 15:00
11268,15-04-2021 01:00,04-14-2021 11:00,15-04-2021 04:46,Bangalore,166,EXTORTION,67,M,Knife,Other Crime,12,No,
11269,17-04-2021 00:00,04-14-2021 12:00,15-04-2021 02:52,Hyderabad,223,DOMESTIC VIOLENCE,52,M,Poison,Violent Crime,9,Yes,25-06-2021 00:00
11270,15-04-2021 13:00,04-14-2021 13:00,14-04-2021 19:13,Srinagar,227,ASSAULT,32,M,None,Violent Crime,5,No,
11271,15-04-2021 10:00,04-14-2021 14:00,15-04-2021 01:06,Pune,167,VANDALISM,32,M,Other,Other Crime,6,No,
11272,15-04-2021 18:00,04-14-2021 15:00,14-04-2021 21:33,Ludhiana,506,EXTORTION,36,M,Poison,Other Crime,3,Yes,13-07-2021 18:00
11273,16-04-2021 19:00,04-14-2021 16:00,15-04-2021 11:27,Bangalore,285,ARSON,69,F,None,Fire Accident,18,No,
11274,16-04-2021 16:00,04-14-2021 17:00,15-04-2021 15:27,Mumbai,303,FIREARM OFFENSE,64,F,None,Fire Accident,1,Yes,24-04-2021 16:00
11275,14-04-2021 21:00,04-14-2021 18:00,15-04-2021 00:49,Meerut,376,DRUG OFFENSE,23,M,None,Other Crime,1,No,
11276,17-04-2021 05:00,04-14-2021 19:00,15-04-2021 12:33,Kolkata,203,FRAUD,60,F,Poison,Other Crime,3,No,
11277,17-04-2021 16:00,04-14-2021 20:00,14-04-2021 22:08,Bangalore,592,VANDALISM,48,F,Poison,Other Crime,10,Yes,22-05-2021 16:00
11278,15-04-2021 21:00,04-14-2021 21:00,15-04-2021 14:57,Ahmedabad,312,KIDNAPPING,27,F,Firearm,Other Crime,11,No,
11279,16-04-2021 20:00,04-14-2021 22:00,15-04-2021 18:08,Pune,567,ILLEGAL POSSESSION,58,F,Firearm,Other Crime,7,Yes,07-05-2021 20:00
11280,15-04-2021 19:00,04-14-2021 23:00,15-04-2021 13:52,Kolkata,358,KIDNAPPING,30,F,Blunt Object,Other Crime,19,Yes,18-05-2021 19:00
11281,17-04-2021 07:00,04-15-2021 00:00,15-04-2021 05:39,Kolkata,146,COUNTERFEITING,34,F,Blunt Object,Other Crime,15,Yes,16-05-2021 07:00
11282,16-04-2021 00:00,04-15-2021 01:00,15-04-2021 22:06,Jaipur,231,EXTORTION,60,F,Explosives,Other Crime,18,No,
11283,18-04-2021 01:00,04-15-2021 02:00,15-04-2021 11:06,Hyderabad,107,VANDALISM,38,F,Explosives,Other Crime,5,No,
11284,15-04-2021 12:00,04-15-2021 03:00,15-04-2021 09:10,Bangalore,579,PUBLIC INTOXICATION,38,F,Other,Other Crime,10,Yes,19-04-2021 12:00
11285,17-04-2021 17:00,04-15-2021 04:00,15-04-2021 06:33,Jaipur,558,DOMESTIC VIOLENCE,47,F,Poison,Violent Crime,9,Yes,03-06-2021 17:00
11286,16-04-2021 18:00,04-15-2021 05:00,15-04-2021 11:01,Patna,201,ARSON,62,F,Other,Fire Accident,17,Yes,19-05-2021 18:00
11287,15-04-2021 16:00,04-15-2021 06:00,15-04-2021 06:40,Mumbai,168,BURGLARY,15,M,Firearm,Other Crime,14,Yes,07-09-2021 16:00
11288,15-04-2021 09:00,04-15-2021 07:00,15-04-2021 09:23,Bangalore,112,KIDNAPPING,69,F,Firearm,Other Crime,1,No,
11289,18-04-2021 03:00,04-15-2021 08:00,15-04-2021 20:39,Chennai,302,EXTORTION,62,F,Explosives,Other Crime,18,No,
11290,17-04-2021 14:00,04-15-2021 09:00,15-04-2021 09:09,Ludhiana,508,VANDALISM,56,F,Firearm,Other Crime,3,No,
11291,16-04-2021 14:00,04-15-2021 10:00,15-04-2021 21:59,Chennai,362,SHOPLIFTING,50,F,Blunt Object,Other Crime,13,Yes,07-07-2021 14:00
11292,16-04-2021 18:00,04-15-2021 11:00,15-04-2021 19:52,Mumbai,356,FRAUD,10,M,Poison,Other Crime,14,Yes,04-07-2021 18:00
11293,15-04-2021 20:00,04-15-2021 12:00,15-04-2021 16:12,Chennai,326,IDENTITY THEFT,38,M,Explosives,Violent Crime,11,No,
11294,16-04-2021 13:00,04-15-2021 13:00,15-04-2021 15:01,Surat,441,EXTORTION,75,F,None,Other Crime,7,No,
11295,18-04-2021 12:00,04-15-2021 14:00,15-04-2021 17:17,Patna,102,COUNTERFEITING,70,M,Firearm,Other Crime,5,No,
11296,18-04-2021 05:00,04-15-2021 15:00,16-04-2021 12:40,Agra,402,FIREARM OFFENSE,57,F,Poison,Fire Accident,17,No,
11297,17-04-2021 00:00,04-15-2021 16:00,15-04-2021 22:53,Agra,590,VEHICLE - STOLEN,78,F,Firearm,Violent Crime,1,No,
11298,18-04-2021 16:00,04-15-2021 17:00,16-04-2021 01:01,Kolkata,564,ASSAULT,58,M,Blunt Object,Violent Crime,17,No,
11299,16-04-2021 12:00,04-15-2021 18:00,16-04-2021 16:16,Bangalore,268,COUNTERFEITING,18,M,Blunt Object,Other Crime,10,Yes,23-04-2021 12:00
11300,17-04-2021 11:00,04-15-2021 19:00,16-04-2021 02:21,Ahmedabad,217,CYBERCRIME,29,F,Explosives,Other Crime,19,Yes,20-06-2021 11:00
11301,18-04-2021 09:00,04-15-2021 20:00,16-04-2021 19:51,Chennai,344,DRUG OFFENSE,30,M,Knife,Other Crime,16,No,
11302,16-04-2021 14:00,04-15-2021 21:00,15-04-2021 23:36,Agra,504,KIDNAPPING,58,F,Firearm,Other Crime,6,Yes,03-06-2021 14:00
11303,18-04-2021 19:00,04-15-2021 22:00,16-04-2021 11:19,Delhi,400,ARSON,66,F,Firearm,Fire Accident,6,No,
11304,16-04-2021 23:00,04-15-2021 23:00,16-04-2021 13:18,Chennai,194,VEHICLE - STOLEN,35,F,Knife,Violent Crime,13,Yes,19-06-2021 23:00
11305,16-04-2021 10:00,04-16-2021 00:00,16-04-2021 00:48,Delhi,560,COUNTERFEITING,34,M,None,Other Crime,14,Yes,27-04-2021 10:00
11306,16-04-2021 21:00,04-16-2021 01:00,16-04-2021 20:43,Mumbai,538,KIDNAPPING,52,F,Explosives,Other Crime,16,No,
11307,16-04-2021 06:00,04-16-2021 02:00,17-04-2021 01:20,Kanpur,368,VEHICLE - STOLEN,76,M,None,Violent Crime,10,No,
11308,18-04-2021 12:00,04-16-2021 03:00,16-04-2021 12:57,Delhi,188,ILLEGAL POSSESSION,72,F,Other,Other Crime,9,No,
11309,18-04-2021 03:00,04-16-2021 04:00,16-04-2021 13:36,Thane,126,COUNTERFEITING,25,M,Knife,Other Crime,5,Yes,28-04-2021 03:00
11310,18-04-2021 14:00,04-16-2021 05:00,16-04-2021 13:32,Surat,205,CYBERCRIME,42,F,None,Other Crime,6,No,
11311,17-04-2021 10:00,04-16-2021 06:00,17-04-2021 02:52,Ahmedabad,231,CYBERCRIME,57,M,None,Other Crime,2,No,
11312,16-04-2021 10:00,04-16-2021 07:00,17-04-2021 05:43,Lucknow,176,KIDNAPPING,35,F,Other,Other Crime,17,Yes,12-05-2021 10:00
11313,18-04-2021 01:00,04-16-2021 08:00,16-04-2021 17:42,Jaipur,579,FRAUD,48,M,Poison,Other Crime,4,Yes,09-07-2021 01:00
11314,18-04-2021 06:00,04-16-2021 09:00,16-04-2021 18:43,Lucknow,282,FRAUD,79,F,Explosives,Other Crime,18,Yes,07-07-2021 06:00
11315,17-04-2021 21:00,04-16-2021 10:00,17-04-2021 01:08,Jaipur,282,ILLEGAL POSSESSION,79,F,None,Other Crime,5,No,
11316,17-04-2021 04:00,04-16-2021 11:00,16-04-2021 20:22,Delhi,153,BURGLARY,25,M,Knife,Other Crime,2,Yes,22-06-2021 04:00
11317,18-04-2021 02:00,04-16-2021 12:00,16-04-2021 18:24,Jaipur,483,DRUG OFFENSE,32,M,Knife,Other Crime,17,Yes,17-05-2021 02:00
11318,18-04-2021 22:00,04-16-2021 13:00,16-04-2021 22:00,Surat,285,IDENTITY THEFT,46,F,Other,Violent Crime,8,Yes,02-06-2021 22:00
11319,16-04-2021 23:00,04-16-2021 14:00,17-04-2021 09:59,Patna,394,CYBERCRIME,21,F,Blunt Object,Other Crime,17,Yes,15-06-2021 23:00
11320,17-04-2021 19:00,04-16-2021 15:00,16-04-2021 15:21,Pune,307,PUBLIC INTOXICATION,16,M,None,Other Crime,4,No,
11321,16-04-2021 19:00,04-16-2021 16:00,17-04-2021 13:45,Delhi,167,FIREARM OFFENSE,59,F,Explosives,Fire Accident,2,Yes,23-05-2021 19:00
11322,17-04-2021 01:00,04-16-2021 17:00,16-04-2021 21:22,Mumbai,259,CYBERCRIME,21,F,Knife,Other Crime,11,No,
11323,19-04-2021 01:00,04-16-2021 18:00,17-04-2021 10:12,Hyderabad,373,PUBLIC INTOXICATION,39,F,Other,Other Crime,12,Yes,12-05-2021 01:00
11324,17-04-2021 11:00,04-16-2021 19:00,17-04-2021 07:32,Chennai,115,BURGLARY,32,F,Knife,Other Crime,4,No,
11325,17-04-2021 21:00,04-16-2021 20:00,17-04-2021 04:31,Kanpur,421,IDENTITY THEFT,21,F,Explosives,Violent Crime,16,No,
11326,19-04-2021 03:00,04-16-2021 21:00,17-04-2021 07:54,Hyderabad,211,ASSAULT,43,F,None,Violent Crime,5,Yes,06-05-2021 03:00
11327,18-04-2021 20:00,04-16-2021 22:00,17-04-2021 11:08,Pune,238,TRAFFIC VIOLATION,18,F,Poison,Traffic Fatality,3,No,
11328,18-04-2021 19:00,04-16-2021 23:00,17-04-2021 14:53,Delhi,239,EXTORTION,70,F,Explosives,Other Crime,14,No,
11329,18-04-2021 20:00,04-17-2021 00:00,17-04-2021 15:11,Kolkata,452,ILLEGAL POSSESSION,30,F,Firearm,Other Crime,7,Yes,01-06-2021 20:00
11330,19-04-2021 22:00,04-17-2021 01:00,17-04-2021 21:27,Surat,558,VANDALISM,73,F,Knife,Other Crime,2,No,
11331,17-04-2021 20:00,04-17-2021 02:00,17-04-2021 03:24,Visakhapatnam,573,ILLEGAL POSSESSION,64,M,Blunt Object,Other Crime,11,Yes,15-06-2021 20:00
11332,18-04-2021 11:00,04-17-2021 03:00,18-04-2021 02:38,Chennai,488,FIREARM OFFENSE,48,M,Explosives,Fire Accident,9,No,
11333,19-04-2021 07:00,04-17-2021 04:00,18-04-2021 02:21,Pune,123,BURGLARY,57,F,Other,Other Crime,18,No,
11334,18-04-2021 03:00,04-17-2021 05:00,17-04-2021 23:06,Delhi,489,COUNTERFEITING,21,F,None,Other Crime,19,No,
11335,18-04-2021 18:00,04-17-2021 06:00,18-04-2021 02:28,Meerut,575,ILLEGAL POSSESSION,55,M,Explosives,Other Crime,16,No,
11336,17-04-2021 18:00,04-17-2021 07:00,17-04-2021 11:39,Bangalore,571,HOMICIDE,62,F,Firearm,Other Crime,8,Yes,27-02-2023 18:00
11337,18-04-2021 01:00,04-17-2021 08:00,17-04-2021 13:06,Jaipur,203,FRAUD,55,M,None,Other Crime,15,No,
11338,18-04-2021 12:00,04-17-2021 09:00,17-04-2021 23:36,Mumbai,401,SEXUAL ASSAULT,61,F,Other,Violent Crime,1,Yes,02-04-2023 12:00
11339,19-04-2021 21:00,04-17-2021 10:00,17-04-2021 12:33,Bangalore,325,FIREARM OFFENSE,26,F,Blunt Object,Fire Accident,19,No,
11340,17-04-2021 22:00,04-17-2021 11:00,18-04-2021 03:03,Bhopal,235,FIREARM OFFENSE,24,M,Blunt Object,Fire Accident,15,Yes,05-05-2021 22:00
11341,18-04-2021 18:00,04-17-2021 12:00,18-04-2021 04:37,Chennai,323,DRUG OFFENSE,47,F,Explosives,Other Crime,14,No,
11342,18-04-2021 15:00,04-17-2021 13:00,18-04-2021 12:24,Delhi,118,BURGLARY,15,F,Poison,Other Crime,16,No,
11343,18-04-2021 08:00,04-17-2021 14:00,18-04-2021 09:26,Hyderabad,412,PUBLIC INTOXICATION,74,F,Poison,Other Crime,1,Yes,14-05-2021 08:00
11344,19-04-2021 13:00,04-17-2021 15:00,18-04-2021 05:07,Kolkata,502,SEXUAL ASSAULT,13,F,Knife,Violent Crime,5,No,
11345,19-04-2021 20:00,04-17-2021 16:00,18-04-2021 06:44,Hyderabad,177,IDENTITY THEFT,26,F,Blunt Object,Violent Crime,2,No,
11346,18-04-2021 18:00,04-17-2021 17:00,17-04-2021 22:13,Patna,360,SEXUAL ASSAULT,79,F,Other,Violent Crime,14,No,
11347,20-04-2021 04:00,04-17-2021 18:00,18-04-2021 16:48,Bhopal,554,FRAUD,27,M,None,Other Crime,2,No,
11348,18-04-2021 15:00,04-17-2021 19:00,18-04-2021 02:17,Ludhiana,448,ARSON,57,F,Firearm,Fire Accident,13,Yes,20-06-2021 15:00
11349,18-04-2021 21:00,04-17-2021 20:00,18-04-2021 16:36,Mumbai,511,ASSAULT,45,F,Other,Violent Crime,3,No,
11350,19-04-2021 08:00,04-17-2021 21:00,17-04-2021 23:47,Delhi,254,COUNTERFEITING,54,F,Blunt Object,Other Crime,11,No,
11351,19-04-2021 23:00,04-17-2021 22:00,18-04-2021 07:36,Jaipur,401,DRUG OFFENSE,39,F,Blunt Object,Other Crime,8,No,
11352,18-04-2021 09:00,04-17-2021 23:00,18-04-2021 09:53,Bangalore,169,VEHICLE - STOLEN,21,F,Firearm,Violent Crime,1,Yes,10-07-2021 09:00
11353,18-04-2021 10:00,04-18-2021 00:00,18-04-2021 10:07,Surat,389,FRAUD,19,F,Explosives,Other Crime,12,Yes,01-07-2021 10:00
11354,19-04-2021 05:00,04-18-2021 01:00,18-04-2021 22:52,Patna,362,SEXUAL ASSAULT,19,F,Knife,Violent Crime,4,No,
11355,18-04-2021 09:00,04-18-2021 02:00,18-04-2021 09:45,Hyderabad,395,EXTORTION,19,F,Blunt Object,Other Crime,18,Yes,30-04-2021 09:00
11356,18-04-2021 15:00,04-18-2021 03:00,18-04-2021 19:42,Chennai,249,CYBERCRIME,40,F,Knife,Other Crime,10,Yes,20-05-2021 15:00
11357,19-04-2021 13:00,04-18-2021 04:00,18-04-2021 07:58,Chennai,534,DRUG OFFENSE,47,F,Other,Other Crime,14,Yes,10-05-2021 13:00
11358,20-04-2021 09:00,04-18-2021 05:00,18-04-2021 09:36,Delhi,380,COUNTERFEITING,40,F,None,Other Crime,18,Yes,28-06-2021 09:00
11359,20-04-2021 04:00,04-18-2021 06:00,19-04-2021 03:47,Visakhapatnam,350,VEHICLE - STOLEN,18,F,None,Violent Crime,4,No,
11360,19-04-2021 04:00,04-18-2021 07:00,19-04-2021 06:12,Mumbai,572,VEHICLE - STOLEN,38,M,None,Violent Crime,5,Yes,22-05-2021 04:00
11361,20-04-2021 22:00,04-18-2021 08:00,19-04-2021 03:36,Delhi,162,HOMICIDE,42,F,Knife,Other Crime,19,No,
11362,18-04-2021 17:00,04-18-2021 09:00,19-04-2021 05:47,Delhi,212,IDENTITY THEFT,79,F,None,Violent Crime,10,No,
11363,19-04-2021 04:00,04-18-2021 10:00,18-04-2021 11:53,Kolkata,223,ARSON,25,M,Explosives,Fire Accident,2,No,
11364,21-04-2021 01:00,04-18-2021 11:00,18-04-2021 16:30,Delhi,333,VANDALISM,18,M,Explosives,Other Crime,8,Yes,22-05-2021 01:00
11365,20-04-2021 21:00,04-18-2021 12:00,19-04-2021 05:36,Chennai,364,TRAFFIC VIOLATION,51,F,Knife,Traffic Fatality,15,Yes,17-05-2021 21:00
11366,18-04-2021 21:00,04-18-2021 13:00,18-04-2021 20:51,Lucknow,560,FIREARM OFFENSE,32,F,Firearm,Fire Accident,17,Yes,09-05-2021 21:00
11367,19-04-2021 01:00,04-18-2021 14:00,18-04-2021 19:25,Bhopal,414,ILLEGAL POSSESSION,14,F,Explosives,Other Crime,17,No,
11368,20-04-2021 10:00,04-18-2021 15:00,19-04-2021 14:01,Pune,345,VANDALISM,32,F,Other,Other Crime,4,Yes,17-06-2021 10:00
11369,19-04-2021 06:00,04-18-2021 16:00,19-04-2021 13:08,Delhi,592,DOMESTIC VIOLENCE,28,F,Other,Violent Crime,10,Yes,17-06-2021 06:00
11370,20-04-2021 19:00,04-18-2021 17:00,18-04-2021 20:55,Bangalore,376,FRAUD,40,F,Other,Other Crime,19,Yes,22-06-2021 19:00
11371,19-04-2021 16:00,04-18-2021 18:00,18-04-2021 19:35,Lucknow,127,FRAUD,42,M,Blunt Object,Other Crime,2,Yes,07-06-2021 16:00
11372,21-04-2021 15:00,04-18-2021 19:00,19-04-2021 02:16,Nagpur,562,EXTORTION,49,F,Knife,Other Crime,12,No,
11373,19-04-2021 23:00,04-18-2021 20:00,19-04-2021 02:09,Visakhapatnam,376,ROBBERY,79,M,Explosives,Violent Crime,5,No,
11374,21-04-2021 11:00,04-18-2021 21:00,19-04-2021 06:47,Kolkata,435,ILLEGAL POSSESSION,42,F,Knife,Other Crime,16,Yes,31-05-2021 11:00
11375,21-04-2021 16:00,04-18-2021 22:00,19-04-2021 14:16,Agra,439,ARSON,41,M,Other,Fire Accident,11,Yes,13-05-2021 16:00
11376,19-04-2021 12:00,04-18-2021 23:00,19-04-2021 04:54,Chennai,305,SHOPLIFTING,63,F,Explosives,Other Crime,15,No,
11377,20-04-2021 03:00,04-19-2021 00:00,19-04-2021 02:50,Hyderabad,538,ROBBERY,79,F,Knife,Violent Crime,3,No,
11378,20-04-2021 22:00,04-19-2021 01:00,19-04-2021 09:39,Delhi,311,BURGLARY,20,F,Explosives,Other Crime,2,Yes,06-09-2021 22:00
11379,19-04-2021 03:00,04-19-2021 02:00,19-04-2021 11:58,Patna,349,TRAFFIC VIOLATION,10,F,Poison,Traffic Fatality,9,Yes,16-05-2021 03:00
11380,19-04-2021 04:00,04-19-2021 03:00,20-04-2021 00:52,Pune,221,ASSAULT,60,F,Knife,Violent Crime,3,No,
11381,20-04-2021 15:00,04-19-2021 04:00,19-04-2021 05:32,Kolkata,152,ILLEGAL POSSESSION,59,F,Other,Other Crime,17,No,
11382,21-04-2021 19:00,04-19-2021 05:00,19-04-2021 18:43,Thane,551,SEXUAL ASSAULT,30,M,Firearm,Violent Crime,3,Yes,15-08-2022 19:00
11383,21-04-2021 05:00,04-19-2021 06:00,19-04-2021 13:55,Kanpur,278,FIREARM OFFENSE,66,M,Blunt Object,Fire Accident,5,No,
11384,20-04-2021 11:00,04-19-2021 07:00,19-04-2021 20:12,Lucknow,494,EXTORTION,39,F,Explosives,Other Crime,17,No,
11385,22-04-2021 07:00,04-19-2021 08:00,19-04-2021 10:25,Ludhiana,364,ARSON,70,F,None,Fire Accident,1,Yes,23-05-2021 07:00
11386,21-04-2021 20:00,04-19-2021 09:00,19-04-2021 16:48,Patna,359,KIDNAPPING,58,M,Other,Other Crime,15,Yes,16-07-2021 20:00
11387,22-04-2021 00:00,04-19-2021 10:00,20-04-2021 00:56,Indore,183,BURGLARY,31,F,None,Other Crime,19,Yes,09-07-2021 00:00
11388,20-04-2021 12:00,04-19-2021 11:00,20-04-2021 01:33,Mumbai,155,TRAFFIC VIOLATION,28,F,Knife,Traffic Fatality,3,Yes,12-05-2021 12:00
11389,21-04-2021 22:00,04-19-2021 12:00,19-04-2021 16:36,Bangalore,592,DRUG OFFENSE,34,M,Explosives,Other Crime,16,No,
11390,22-04-2021 08:00,04-19-2021 13:00,19-04-2021 23:56,Bhopal,147,EXTORTION,59,M,None,Other Crime,7,No,
11391,20-04-2021 22:00,04-19-2021 14:00,19-04-2021 23:01,Agra,162,EXTORTION,38,F,Firearm,Other Crime,4,Yes,25-06-2021 22:00
11392,22-04-2021 13:00,04-19-2021 15:00,20-04-2021 11:20,Mumbai,539,KIDNAPPING,13,F,Firearm,Other Crime,5,Yes,03-05-2021 13:00
11393,21-04-2021 03:00,04-19-2021 16:00,19-04-2021 22:44,Bhopal,137,COUNTERFEITING,61,M,None,Other Crime,16,No,
11394,22-04-2021 04:00,04-19-2021 17:00,20-04-2021 07:20,Lucknow,391,ROBBERY,19,F,Firearm,Violent Crime,16,Yes,17-09-2021 04:00
11395,22-04-2021 17:00,04-19-2021 18:00,19-04-2021 20:05,Lucknow,520,VANDALISM,50,F,Explosives,Other Crime,9,No,
11396,21-04-2021 13:00,04-19-2021 19:00,20-04-2021 06:37,Delhi,294,HOMICIDE,52,M,Other,Other Crime,3,Yes,23-10-2021 13:00
11397,20-04-2021 20:00,04-19-2021 20:00,20-04-2021 18:47,Hyderabad,310,PUBLIC INTOXICATION,55,F,Other,Other Crime,8,No,
11398,20-04-2021 01:00,04-19-2021 21:00,19-04-2021 23:36,Jaipur,503,ILLEGAL POSSESSION,75,F,Knife,Other Crime,8,No,
11399,21-04-2021 18:00,04-19-2021 22:00,20-04-2021 01:53,Chennai,561,VANDALISM,17,F,Poison,Other Crime,6,No,
11400,20-04-2021 16:00,04-19-2021 23:00,20-04-2021 13:57,Chennai,135,VEHICLE - STOLEN,11,F,Other,Violent Crime,7,No,
11401,20-04-2021 19:00,04-20-2021 00:00,20-04-2021 09:37,Delhi,327,ASSAULT,17,F,None,Violent Crime,13,No,
11402,21-04-2021 04:00,04-20-2021 01:00,20-04-2021 10:33,Delhi,308,FRAUD,49,M,None,Other Crime,19,No,
11403,20-04-2021 23:00,04-20-2021 02:00,20-04-2021 13:18,Pune,219,PUBLIC INTOXICATION,45,F,None,Other Crime,10,No,
11404,22-04-2021 15:00,04-20-2021 03:00,20-04-2021 14:13,Bangalore,474,SEXUAL ASSAULT,60,F,Explosives,Violent Crime,7,No,
11405,21-04-2021 12:00,04-20-2021 04:00,20-04-2021 11:33,Mumbai,162,IDENTITY THEFT,53,F,Firearm,Violent Crime,3,Yes,06-05-2021 12:00
11406,22-04-2021 00:00,04-20-2021 05:00,20-04-2021 06:30,Jaipur,172,EXTORTION,23,M,Firearm,Other Crime,19,Yes,23-05-2021 00:00
11407,20-04-2021 10:00,04-20-2021 06:00,20-04-2021 06:22,Ludhiana,577,VANDALISM,63,F,Firearm,Other Crime,16,Yes,12-06-2021 10:00
11408,21-04-2021 07:00,04-20-2021 07:00,21-04-2021 02:54,Delhi,175,FRAUD,10,F,Knife,Other Crime,11,Yes,15-07-2021 07:00
11409,22-04-2021 10:00,04-20-2021 08:00,21-04-2021 04:19,Mumbai,284,FIREARM OFFENSE,61,F,Knife,Fire Accident,5,No,
